"Model"	"Displ"	"Cyl"	"Trans"	"Drive"	"Fuel"	"Veh.Class"	"Air.Pollution.Score"	"City.MPG"	"Hwy.MPG"	"Cmb.MPG"	"Greenhouse.Gas.Score"	"dataYear"
"FORD Fusion Hybrid"	2.5	4	"CVT"	"2WD"	"Gasoline"	"midsize car"	9	41	36	39	9	"11"
"FORD Fusion Hybrid"	2.5	4	"CVT"	"2WD"	"Gasoline"	"midsize car"	7	41	36	39	9	"11"
"FORD Fusion S"	2.5	4	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	22	32	25	6	"11"
"FORD Fusion S"	2.5	4	"Man-6"	"2WD"	"Gasoline"	"midsize car"	5	22	32	25	6	"11"
"FORD Mustang"	3.7	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	19	29	22	5	"11"
"FORD Mustang"	3.7	6	"Auto-6"	"2WD"	"Gasoline"	"small car"	6	19	31	23	5	"11"
"FORD Mustang"	5	8	"Man-6"	"2WD"	"Gasoline"	"small car"	5	17	26	20	4	"11"
"FORD Mustang"	5	8	"Auto-6"	"2WD"	"Gasoline"	"small car"	5	18	25	21	4	"11"
"FORD Mustang"	5	8	"Man-6"	"2WD"	"Gasoline"	"small car"	5	17	26	20	4	"11"
"FORD Mustang"	5	8	"Auto-6"	"2WD"	"Gasoline"	"small car"	5	18	25	21	4	"11"
"FORD Mustang"	5.4	8	"Man-6"	"2WD"	"Gasoline"	"small car"	5	15	23	17	2	"11"
"FORD Mustang"	5.4	8	"Man-6"	"2WD"	"Gasoline"	"small car"	5	15	23	17	2	"11"
"FORD Mustang Convertible"	3.7	6	"Auto-6"	"2WD"	"Gasoline"	"small car"	6	19	30	23	5	"11"
"FORD Ranger"	2.3	4	"Auto-5"	"2WD"	"Gasoline"	"pickup"	6	19	24	21	4	"11"
"FORD Ranger"	2.3	4	"Man-5"	"2WD"	"Gasoline"	"pickup"	6	22	27	24	5	"11"
"FORD Ranger"	2.3	4	"Auto-5"	"2WD"	"Gasoline"	"pickup"	5	19	24	21	4	"11"
"FORD Ranger"	2.3	4	"Man-5"	"2WD"	"Gasoline"	"pickup"	5	22	27	24	5	"11"
"FORD Ranger"	4	6	"Auto-5"	"2WD"	"Gasoline"	"pickup"	5	15	20	17	2	"11"
"FORD Ranger"	4	6	"Man-5"	"2WD"	"Gasoline"	"pickup"	5	16	21	18	3	"11"
"FORD Ranger"	4	6	"Auto-5"	"4WD"	"Gasoline"	"pickup"	5	14	18	16	1	"11"
"FORD Ranger"	4	6	"Man-5"	"4WD"	"Gasoline"	"pickup"	5	15	19	17	2	"11"
"FORD Ranger"	4	6	"Auto-5"	"2WD"	"Gasoline"	"pickup"	5	15	20	17	2	"11"
"FORD Ranger"	4	6	"Man-5"	"2WD"	"Gasoline"	"pickup"	5	16	21	18	3	"11"
"FORD Ranger"	4	6	"Auto-5"	"4WD"	"Gasoline"	"pickup"	5	14	18	16	1	"11"
"FORD Ranger"	4	6	"Man-5"	"4WD"	"Gasoline"	"pickup"	5	15	19	17	2	"11"
"FORD Taurus"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"large car"	6	17	25	20	4	"11"
"FORD Taurus"	3.5	6	"Auto-6"	"4WD"	"Gasoline"	"large car"	6	17	25	20	4	"11"
"FORD Taurus"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"large car"	6	18	27	21	4	"11"
"FORD Taurus"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"large car"	5	17	25	20	4	"11"
"FORD Taurus"	3.5	6	"Auto-6"	"4WD"	"Gasoline"	"large car"	5	17	25	20	4	"11"
"FORD Taurus"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"large car"	5	18	27	21	4	"11"
"FORD Transit Connect"	2	4	"Auto-4"	"2WD"	"Gasoline"	"special purpose"	6	21	26	23	5	"11"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	2	NA	NA	NA	NA	"11"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	2	NA	NA	NA	NA	"11"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"11"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"11"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	2	NA	NA	NA	NA	"11"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"11"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"11"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"11"
"GMC Acadia"	3.6	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	17	24	19	3	"11"
"GMC Acadia"	3.6	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	16	23	19	3	"11"
"GMC Acadia"	3.6	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	17	24	19	3	"11"
"GMC Acadia"	3.6	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	16	23	19	3	"11"
"GMC Canyon"	2.9	4	"Auto-4"	"2WD"	"Gasoline"	"pickup"	6	18	25	21	4	"11"
"GMC Canyon"	2.9	4	"Auto-4"	"2WD"	"Gasoline"	"pickup"	6	18	25	21	4	"11"
"GMC Canyon"	2.9	4	"Man-5"	"2WD"	"Gasoline"	"pickup"	6	18	25	21	4	"11"
"GMC Canyon"	2.9	4	"Man-5"	"2WD"	"Gasoline"	"pickup"	6	18	25	21	4	"11"
"GMC Canyon"	2.9	4	"Auto-4"	"4WD"	"Gasoline"	"pickup"	6	17	23	20	4	"11"
"GMC Canyon"	2.9	4	"Man-5"	"4WD"	"Gasoline"	"pickup"	6	18	24	20	4	"11"
"GMC Canyon"	3.7	5	"Auto-4"	"2WD"	"Gasoline"	"pickup"	6	15	20	17	2	"11"
"GMC Canyon"	3.7	5	"Auto-4"	"2WD"	"Gasoline"	"pickup"	6	17	23	19	3	"11"
"GMC Canyon"	3.7	5	"Auto-4"	"2WD"	"Gasoline"	"pickup"	6	17	23	19	3	"11"
"GMC Canyon"	3.7	5	"Auto-4"	"4WD"	"Gasoline"	"pickup"	6	16	21	18	3	"11"
"GMC Canyon"	3.7	5	"Auto-4"	"4WD"	"Gasoline"	"pickup"	6	17	23	19	3	"11"
"GMC Canyon"	5.3	8	"Auto-4"	"2WD"	"Gasoline"	"pickup"	6	14	20	16	1	"11"
"GMC Canyon"	5.3	8	"Auto-4"	"4WD"	"Gasoline"	"pickup"	6	14	19	16	1	"11"
"GMC Savana 1500"	4.3	6	"Auto-4"	"2WD"	"Gasoline"	"van"	5	15	20	17	2	"11"
"GMC Savana 1500"	4.3	6	"Auto-4"	"2WD"	"Gasoline"	"van"	5	15	20	17	2	"11"
"GMC Sierra 15"	4.3	6	"Auto-4"	"2WD"	"Gasoline"	"pickup"	5	15	20	17	2	"11"
"GMC Sierra 15"	4.3	6	"Auto-4"	"4WD"	"Gasoline"	"pickup"	5	14	18	15	1	"11"
"GMC Sierra 15"	4.3	6	"Auto-4"	"2WD"	"Gasoline"	"pickup"	5	15	20	17	2	"11"
"GMC Sierra 15"	4.3	6	"Auto-4"	"4WD"	"Gasoline"	"pickup"	5	14	18	15	1	"11"
"GMC Sierra 15 Hybrid"	6	8	"CVT"	"2WD"	"Gasoline"	"pickup"	5	20	23	21	4	"11"
"GMC Sierra 15 Hybrid"	6	8	"CVT"	"4WD"	"Gasoline"	"pickup"	5	20	23	21	4	"11"
"GMC Sierra 25"	6	8	"Auto-6"	"2WD"	"Gasoline"	"pickup"	2	NA	NA	NA	NA	"11"
"GMC Sierra 25"	6	8	"Auto-6"	"4WD"	"Gasoline"	"pickup"	2	NA	NA	NA	NA	"11"
"GMC Sierra 25"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"GMC Sierra 25"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"GMC Sierra 25"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"GMC Sierra 25"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"GMC Sierra 35"	6	8	"Auto-6"	"2WD"	"Gasoline"	"pickup"	2	NA	NA	NA	NA	"11"
"GMC Sierra 35"	6	8	"Auto-6"	"4WD"	"Gasoline"	"pickup"	2	NA	NA	NA	NA	"11"
"GMC Sierra 35"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"GMC Sierra 35"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"GMC Sierra 35"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"GMC Sierra 35"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"GMC Terrain"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	22	32	26	6	"11"
"GMC Terrain"	2.4	4	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	20	29	23	5	"11"
"GMC Terrain"	3	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	17	24	19	3	"11"
"GMC Terrain"	3	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	16	22	19	3	"11"
"GMC Yukon 1500 Hybrid"	6	8	"CVT"	"4WD"	"Gasoline"	"SUV"	5	20	23	21	4	"11"
"GMC Yukon 2500 XL"	6	8	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	NA	NA	NA	NA	"11"
"GMC Yukon 2500 XL"	6	8	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	10	16	12	1	"11"
"GMC Yukon Denali 1500 Hybrid"	6	8	"CVT"	"4WD"	"Gasoline"	"SUV"	5	20	23	21	4	"11"
"GMC Yukon XL 2500"	6	8	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	NA	NA	NA	NA	"11"
"GMC Yukon XL 2500"	6	8	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	10	15	12	1	"11"
"GMC Yukun 1500"	6	8	"CVT"	"2WD"	"Gasoline"	"SUV"	5	20	23	21	4	"11"
"HONDA Accord Coupe"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"small car"	9	22	33	26	6	"11"
"HONDA Accord Coupe"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"small car"	8	22	33	26	6	"11"
"HONDA Accord Coupe"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"small car"	6	22	33	26	6	"11"
"HONDA Accord Coupe"	2.4	4	"Man-5"	"2WD"	"Gasoline"	"small car"	6	23	32	26	6	"11"
"HONDA Accord Coupe"	3.5	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	26	21	4	"11"
"HONDA Accord Coupe"	3.5	6	"SemiAuto-5"	"2WD"	"Gasoline"	"small car"	6	19	29	23	5	"11"
"HONDA Accord Coupe"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"small car"	5	22	33	26	6	"11"
"HONDA Accord Coupe"	2.4	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	23	32	26	6	"11"
"HONDA Accord Coupe"	3.5	6	"Man-6"	"2WD"	"Gasoline"	"small car"	5	17	26	21	4	"11"
"HONDA Accord Coupe"	3.5	6	"SemiAuto-5"	"2WD"	"Gasoline"	"small car"	5	19	29	23	5	"11"
"HONDA Accord Crosstour"	3.5	6	"Auto-5"	"2WD"	"Gasoline"	"SUV"	6	18	27	21	4	"11"
"HONDA Accord Crosstour"	3.5	6	"Auto-5"	"4WD"	"Gasoline"	"SUV"	6	18	26	21	4	"11"
"HONDA Accord Crosstour"	3.5	6	"Auto-5"	"2WD"	"Gasoline"	"SUV"	5	18	27	21	4	"11"
"HONDA Accord Crosstour"	3.5	6	"Auto-5"	"4WD"	"Gasoline"	"SUV"	5	18	26	21	4	"11"
"HONDA Accord Sedan"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"large car"	9	23	34	27	6	"11"
"HONDA Accord Sedan"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"large car"	8	23	34	27	6	"11"
"HONDA Accord Sedan"	2.4	4	"Man-5"	"2WD"	"Gasoline"	"large car"	6	23	33	27	6	"11"
"HONDA Accord Sedan"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"large car"	6	23	34	27	6	"11"
"HONDA Accord Sedan"	3.5	6	"Auto-5"	"2WD"	"Gasoline"	"large car"	6	20	30	24	5	"11"
"HONDA Accord Sedan"	2.4	4	"Man-5"	"2WD"	"Gasoline"	"large car"	5	23	33	27	6	"11"
"HONDA Accord Sedan"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	23	34	27	6	"11"
"HONDA Accord Sedan"	3.5	6	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	20	30	24	5	"11"
"HONDA CR-V"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"SUV"	6	21	28	24	5	"11"
"HONDA CR-V"	2.4	4	"Auto-5"	"4WD"	"Gasoline"	"SUV"	6	21	27	23	5	"11"
"HONDA CR-V"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"SUV"	5	21	28	24	5	"11"
"HONDA CR-V"	2.4	4	"Auto-5"	"4WD"	"Gasoline"	"SUV"	5	21	27	23	5	"11"
"HONDA CR-Z"	1.5	4	"Man-6"	"2WD"	"Gasoline"	"small car"	9	31	37	34	8	"11"
"HONDA CR-Z"	1.5	4	"Other-1"	"2WD"	"Gasoline"	"small car"	9	35	39	37	8	"11"
"HONDA CR-Z"	1.5	4	"Man-6"	"2WD"	"Gasoline"	"small car"	8	31	37	34	8	"11"
"HONDA CR-Z"	1.5	4	"Other-1"	"2WD"	"Gasoline"	"small car"	8	35	39	37	8	"11"
"HONDA Civic"	1.8	4	"Auto-5"	"2WD"	"CNG"	"small car"	9	24	36	28	8	"11"
"HONDA Civic"	1.8	4	"Auto-5"	"2WD"	"CNG"	"small car"	8	24	36	28	8	"11"
"HONDA Civic"	1.8	4	"Auto-5"	"2WD"	"Gasoline"	"small car"	6	25	36	29	7	"11"
"HONDA Civic"	1.8	4	"Man-5"	"2WD"	"Gasoline"	"small car"	6	26	34	29	7	"11"
"HONDA Civic"	1.8	4	"Auto-5"	"2WD"	"Gasoline"	"small car"	5	25	36	29	7	"11"
"HONDA Civic"	1.8	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	26	34	29	7	"11"
"HONDA Civic"	2	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	21	29	24	5	"11"
"HONDA Civic"	2	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	21	29	24	5	"11"
"HONDA Civic Hybrid"	1.3	4	"CVT"	"2WD"	"Gasoline"	"small car"	9	40	43	41	9	"11"
"HONDA Civic Hybrid"	1.3	4	"CVT"	"2WD"	"Gasoline"	"small car"	8	40	43	41	9	"11"
"HONDA Element"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"SUV"	5	20	25	22	5	"11"
"HONDA Element"	2.4	4	"Man-5"	"4WD"	"Gasoline"	"SUV"	5	18	23	20	4	"11"
"HONDA Element"	2.4	4	"Auto-5"	"4WD"	"Gasoline"	"SUV"	5	19	24	21	4	"11"
"HONDA Element"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"SUV"	5	20	25	22	5	"11"
"HONDA Element"	2.4	4	"Man-5"	"4WD"	"Gasoline"	"SUV"	5	18	23	20	4	"11"
"HONDA Element"	2.4	4	"Auto-5"	"4WD"	"Gasoline"	"SUV"	5	19	24	21	4	"11"
"HONDA FCX"	NA	NA	"Other-1"	"2WD"	"Hydrogen"	"midsize car"	10	60	60	60	10	"11"
"HONDA FCX"	NA	NA	"Other-1"	"2WD"	"Hydrogen"	"midsize car"	10	60	60	60	10	"11"
"HONDA Fit"	1.5	4	"Man-5"	"2WD"	"Gasoline"	"station wagon"	6	27	33	29	7	"11"
"HONDA Fit"	1.5	4	"SemiAuto-5"	"2WD"	"Gasoline"	"station wagon"	6	27	33	30	7	"11"
"HONDA Fit"	1.5	4	"Auto-5"	"2WD"	"Gasoline"	"station wagon"	6	28	35	31	7	"11"
"HONDA Fit"	1.5	4	"Man-5"	"2WD"	"Gasoline"	"station wagon"	5	27	33	29	7	"11"
"HONDA Fit"	1.5	4	"SemiAuto-5"	"2WD"	"Gasoline"	"station wagon"	5	27	33	30	7	"11"
"HONDA Fit"	1.5	4	"Auto-5"	"2WD"	"Gasoline"	"station wagon"	5	28	35	31	7	"11"
"HONDA Insight"	1.3	4	"Other-1"	"2WD"	"Gasoline"	"small car"	9	40	43	41	9	"11"
"HONDA Insight"	1.3	4	"CVT"	"2WD"	"Gasoline"	"small car"	9	40	43	41	9	"11"
"HONDA Insight"	1.3	4	"Other-1"	"2WD"	"Gasoline"	"small car"	8	40	43	41	9	"11"
"HONDA Insight"	1.3	4	"CVT"	"2WD"	"Gasoline"	"small car"	8	40	43	41	9	"11"
"HONDA Insight"	1.3	4	"Other-1"	"2WD"	"Gasoline"	"small car"	7	40	43	41	9	"11"
"HONDA Insight"	1.3	4	"CVT"	"2WD"	"Gasoline"	"small car"	7	40	43	41	9	"11"
"HONDA Odyssey"	3.5	6	"Auto-5"	"2WD"	"Gasoline"	"minivan"	6	18	27	21	4	"11"
"HONDA Odyssey"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"minivan"	6	19	28	22	5	"11"
"HONDA Odyssey"	3.5	6	"Auto-5"	"2WD"	"Gasoline"	"minivan"	5	18	27	21	4	"11"
"HONDA Odyssey"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"minivan"	5	19	28	22	5	"11"
"HONDA Pilot"	3.5	6	"Auto-5"	"2WD"	"Gasoline"	"SUV"	6	17	23	19	3	"11"
"HONDA Pilot"	3.5	6	"Auto-5"	"4WD"	"Gasoline"	"SUV"	6	16	22	18	3	"11"
"HONDA Pilot"	3.5	6	"Auto-5"	"2WD"	"Gasoline"	"SUV"	5	17	23	19	3	"11"
"HONDA Pilot"	3.5	6	"Auto-5"	"4WD"	"Gasoline"	"SUV"	5	16	22	18	3	"11"
"HONDA Ridgeline"	3.5	6	"Auto-5"	"4WD"	"Gasoline"	"pickup"	6	15	20	17	2	"11"
"HONDA Ridgeline"	3.5	6	"Auto-5"	"4WD"	"Gasoline"	"pickup"	5	15	20	17	2	"11"
"HYUNDAI Accent"	1.6	4	"Auto-4"	"2WD"	"Gasoline"	"small car"	6	27	36	30	7	"11"
"HYUNDAI Accent"	1.6	4	"Man-5"	"2WD"	"Gasoline"	"small car"	6	28	34	30	7	"11"
"HYUNDAI Accent"	1.6	4	"Auto-4"	"2WD"	"Gasoline"	"small car"	5	27	36	30	7	"11"
"HYUNDAI Accent"	1.6	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	28	34	30	7	"11"
"HYUNDAI Accent Blue"	1.6	4	"Man-5"	"2WD"	"Gasoline"	"small car"	6	26	36	30	7	"11"
"HYUNDAI Accent Blue"	1.6	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	26	36	30	7	"11"
"HYUNDAI Azera"	3.3	6	"Auto-6"	"2WD"	"Gasoline"	"large car"	6	20	28	23	5	"11"
"HYUNDAI Azera"	3.8	6	"Auto-6"	"2WD"	"Gasoline"	"large car"	6	19	27	22	5	"11"
"HYUNDAI Azera"	3.3	6	"Auto-6"	"2WD"	"Gasoline"	"large car"	5	20	28	23	5	"11"
"HYUNDAI Azera"	3.8	6	"Auto-6"	"2WD"	"Gasoline"	"large car"	5	19	27	22	5	"11"
"HYUNDAI Elantra"	1.8	4	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	9	28	38	32	7	"11"
"HYUNDAI Elantra"	1.8	4	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	6	28	38	32	7	"11"
"HYUNDAI Elantra"	1.8	4	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	28	38	32	7	"11"
"HYUNDAI Elantra"	1.8	4	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	5	28	38	32	7	"11"
"HYUNDAI Elantra"	1.8	4	"Man-6"	"2WD"	"Gasoline"	"midsize car"	5	28	38	32	7	"11"
"HYUNDAI Elantra Touring"	2	4	"Auto-4"	"2WD"	"Gasoline"	"station wagon"	6	23	30	26	6	"11"
"HYUNDAI Elantra Touring"	2	4	"Man-5"	"2WD"	"Gasoline"	"station wagon"	6	23	31	26	6	"11"
"HYUNDAI Elantra Touring"	2	4	"Auto-4"	"2WD"	"Gasoline"	"station wagon"	5	23	30	26	6	"11"
"HYUNDAI Elantra Touring"	2	4	"Man-5"	"2WD"	"Gasoline"	"station wagon"	5	23	31	26	6	"11"
"HYUNDAI Entourage"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"minivan"	6	18	25	21	4	"11"
"HYUNDAI Entourage"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"minivan"	5	18	25	21	4	"11"
"HYUNDAI Equus"	4.6	8	"Auto-6"	"2WD"	"Gasoline"	"large car"	6	16	24	18	3	"11"
"HYUNDAI Equus"	4.6	8	"Auto-6"	"2WD"	"Gasoline"	"large car"	5	16	24	18	3	"11"
"HYUNDAI Genesis"	3.8	6	"Auto-6"	"2WD"	"Gasoline"	"large car"	6	18	27	21	4	"11"
"HYUNDAI Genesis"	3.8	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	26	20	4	"11"
"HYUNDAI Genesis"	3.8	6	"Auto-6"	"2WD"	"Gasoline"	"small car"	6	17	27	20	4	"11"
"HYUNDAI Genesis"	4.6	8	"Auto-6"	"2WD"	"Gasoline"	"large car"	6	17	25	20	4	"11"
"HYUNDAI Genesis"	2	4	"Auto-5"	"2WD"	"Gasoline"	"small car"	5	20	30	23	5	"11"
"HYUNDAI Genesis"	2	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	21	30	24	5	"11"
"HYUNDAI Genesis"	2	4	"Auto-5"	"2WD"	"Gasoline"	"small car"	5	20	30	23	5	"11"
"HYUNDAI Genesis"	2	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	21	30	24	5	"11"
"HYUNDAI Genesis"	3.8	6	"Auto-6"	"2WD"	"Gasoline"	"large car"	5	18	27	21	4	"11"
"HYUNDAI Genesis"	3.8	6	"Man-6"	"2WD"	"Gasoline"	"small car"	5	17	26	20	4	"11"
"HYUNDAI Genesis"	3.8	6	"Auto-6"	"2WD"	"Gasoline"	"small car"	5	17	27	20	4	"11"
"HYUNDAI Genesis"	4.6	8	"Auto-6"	"2WD"	"Gasoline"	"large car"	5	17	25	20	4	"11"
"HYUNDAI Santa Fe"	2.4	4	"Man-6"	"2WD"	"Gasoline"	"SUV"	6	19	26	21	4	"11"
"HYUNDAI Santa Fe"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	20	28	23	5	"11"
"HYUNDAI Santa Fe"	2.4	4	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	20	25	22	5	"11"
"HYUNDAI Santa Fe"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	20	26	23	5	"11"
"HYUNDAI Santa Fe"	3.5	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	20	26	22	5	"11"
"HYUNDAI Santa Fe"	2.4	4	"Man-6"	"2WD"	"Gasoline"	"SUV"	5	19	26	21	4	"11"
"HYUNDAI Santa Fe"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	20	28	23	5	"11"
"HYUNDAI Santa Fe"	2.4	4	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	20	25	22	5	"11"
"HYUNDAI Santa Fe"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	20	26	23	5	"11"
"HYUNDAI Santa Fe"	3.5	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	20	26	22	5	"11"
"HYUNDAI Sonata"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"large car"	9	22	35	26	6	"11"
"HYUNDAI Sonata"	2	4	"Auto-6"	"2WD"	"Gasoline"	"large car"	6	22	33	26	6	"11"
"HYUNDAI Sonata"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"large car"	6	22	35	26	6	"11"
"HYUNDAI Sonata"	2.4	4	"Man-6"	"2WD"	"Gasoline"	"large car"	6	24	35	28	7	"11"
"HYUNDAI Sonata"	2	4	"Auto-6"	"2WD"	"Gasoline"	"large car"	5	22	33	26	6	"11"
"HYUNDAI Sonata"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"large car"	5	22	35	26	6	"11"
"HYUNDAI Sonata"	2.4	4	"Man-6"	"2WD"	"Gasoline"	"large car"	5	24	35	28	7	"11"
"HYUNDAI Sonata Hybrid"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	8	34	39	36	7	"11"
"HYUNDAI Sonata Hybrid"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	8	34	39	36	7	"11"
"HYUNDAI Tucson"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"SUV"	9	22	31	25	6	"11"
"HYUNDAI Tucson"	2.4	4	"Auto-6"	"4WD"	"Gasoline"	"SUV"	9	21	28	24	5	"11"
"HYUNDAI Tucson"	2	4	"Man-5"	"2WD"	"Gasoline"	"SUV"	6	20	27	23	5	"11"
"HYUNDAI Tucson"	2	4	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	23	31	26	6	"11"
"HYUNDAI Tucson"	2.4	4	"Man-6"	"2WD"	"Gasoline"	"SUV"	6	21	29	24	5	"11"
"HYUNDAI Tucson"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	22	31	25	6	"11"
"HYUNDAI Tucson"	2.4	4	"Man-6"	"4WD"	"Gasoline"	"SUV"	6	20	27	22	5	"11"
"HYUNDAI Tucson"	2.4	4	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	21	28	24	5	"11"
"HYUNDAI Tucson"	2	4	"Man-5"	"2WD"	"Gasoline"	"SUV"	5	20	27	23	5	"11"
"HYUNDAI Tucson"	2	4	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	23	31	26	6	"11"
"HYUNDAI Tucson"	2.4	4	"Man-6"	"2WD"	"Gasoline"	"SUV"	5	21	29	24	5	"11"
"HYUNDAI Tucson"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	22	31	25	6	"11"
"HYUNDAI Tucson"	2.4	4	"Man-6"	"4WD"	"Gasoline"	"SUV"	5	20	27	22	5	"11"
"HYUNDAI Tucson"	2.4	4	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	21	28	24	5	"11"
"HYUNDAI Veracruz"	3.8	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	17	22	19	3	"11"
"HYUNDAI Veracruz"	3.8	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	16	21	18	3	"11"
"HYUNDAI Veracruz"	3.8	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	17	22	19	3	"11"
