"Model"	"Displ"	"Cyl"	"Trans"	"Drive"	"Fuel"	"Veh.Class"	"Air.Pollution.Score"	"City.MPG"	"Hwy.MPG"	"Cmb.MPG"	"Greenhouse.Gas.Score"	"dataYear"
"CHEVROLET Malibu"	2.4	4	"SemiAuto-6"	"2WD"	"Gasoline"	"midsize car"	5	22	33	26	6	"11"
"CHEVROLET Malibu"	3.6	6	"SemiAuto-6"	"2WD"	"Gasoline"	"midsize car"	5	17	26	20	4	"11"
"CHEVROLET Malibu"	3.6	6	"SemiAuto-6"	"2WD"	"Gasoline"	"midsize car"	5	17	26	20	4	"11"
"CHEVROLET Silverado 15"	4.3	6	"Auto-4"	"2WD"	"Gasoline"	"pickup"	5	15	20	17	2	"11"
"CHEVROLET Silverado 15"	4.3	6	"Auto-4"	"4WD"	"Gasoline"	"pickup"	5	14	18	15	1	"11"
"CHEVROLET Silverado 15"	4.3	6	"Auto-4"	"2WD"	"Gasoline"	"pickup"	5	15	20	17	2	"11"
"CHEVROLET Silverado 15"	4.3	6	"Auto-4"	"4WD"	"Gasoline"	"pickup"	5	14	18	15	1	"11"
"CHEVROLET Silverado 15 Hybrid"	6	8	"CVT"	"2WD"	"Gasoline"	"pickup"	5	20	23	21	4	"11"
"CHEVROLET Silverado 15 Hybrid"	6	8	"CVT"	"4WD"	"Gasoline"	"pickup"	5	20	23	21	4	"11"
"CHEVROLET Silverado 25"	6	8	"Auto-6"	"2WD"	"Gasoline"	"pickup"	2	NA	NA	NA	NA	"11"
"CHEVROLET Silverado 25"	6	8	"Auto-6"	"4WD"	"Gasoline"	"pickup"	2	NA	NA	NA	NA	"11"
"CHEVROLET Silverado 25"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"CHEVROLET Silverado 25"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"CHEVROLET Silverado 25"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"CHEVROLET Silverado 25"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"CHEVROLET Silverado 35"	6	8	"Auto-6"	"2WD"	"Gasoline"	"pickup"	2	NA	NA	NA	NA	"11"
"CHEVROLET Silverado 35"	6	8	"Auto-6"	"4WD"	"Gasoline"	"pickup"	2	NA	NA	NA	NA	"11"
"CHEVROLET Silverado 35"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"CHEVROLET Silverado 35"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"CHEVROLET Silverado 35"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"CHEVROLET Silverado 35"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"CHEVROLET Suburban 2500"	6	8	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	NA	NA	NA	NA	"11"
"CHEVROLET Suburban 2500"	6	8	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	10	16	12	1	"11"
"CHEVROLET Suburban 2500"	6	8	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	NA	NA	NA	NA	"11"
"CHEVROLET Suburban 2500"	6	8	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	10	15	12	1	"11"
"CHEVROLET Tahoe 1500 Hybrid"	6	8	"CVT"	"2WD"	"Gasoline"	"SUV"	5	20	23	21	4	"11"
"CHEVROLET Tahoe 1500 Hybrid"	6	8	"CVT"	"4WD"	"Gasoline"	"SUV"	5	20	23	21	4	"11"
"CHEVROLET Traverse"	3.6	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	17	24	19	3	"11"
"CHEVROLET Traverse"	3.6	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	16	23	19	3	"11"
"CHEVROLET Traverse"	3.6	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	17	24	19	3	"11"
"CHEVROLET Traverse"	3.6	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	16	23	19	3	"11"
"CHRYSLER 200"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	9	20	31	24	5	"11"
"CHRYSLER 200"	2.4	4	"Auto-4"	"2WD"	"Gasoline"	"midsize car"	9	21	30	24	5	"11"
"CHRYSLER 200"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	6	20	31	24	5	"11"
"CHRYSLER 200"	2.4	4	"Auto-4"	"2WD"	"Gasoline"	"midsize car"	6	21	30	24	5	"11"
"CHRYSLER 200 Convertible"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"small car"	6	18	29	22	5	"11"
"CHRYSLER 200 Convertible"	2.4	4	"Auto-4"	"2WD"	"Gasoline"	"small car"	6	20	29	23	5	"11"
"CHRYSLER 300"	3.6	6	"Auto-5"	"2WD"	"Gasoline"	"large car"	6	18	27	21	4	"11"
"CHRYSLER 300"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"large car"	6	15	23	18	3	"11"
"CHRYSLER 300"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"large car"	6	16	25	19	3	"11"
"CHRYSLER Town & Country"	3.6	6	"Auto-6"	"2WD"	"Gasoline"	"minivan"	6	17	25	20	4	"11"
"DODGE Avenger"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	9	20	31	24	5	"11"
"DODGE Avenger"	2.4	4	"Auto-4"	"2WD"	"Gasoline"	"midsize car"	9	21	30	24	5	"11"
"DODGE Avenger"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	6	20	31	24	5	"11"
"DODGE Avenger"	2.4	4	"Auto-4"	"2WD"	"Gasoline"	"midsize car"	6	21	30	24	5	"11"
"DODGE Caliber"	2	4	"CVT"	"2WD"	"Gasoline"	"station wagon"	6	23	27	24	5	"11"
"DODGE Caliber"	2.4	4	"CVT"	"2WD"	"Gasoline"	"station wagon"	6	22	27	24	5	"11"
"DODGE Caliber"	2	4	"Man-5"	"2WD"	"Gasoline"	"station wagon"	5	24	32	27	6	"11"
"DODGE Caliber"	2	4	"Man-5"	"2WD"	"Gasoline"	"station wagon"	5	24	32	27	6	"11"
"DODGE Caliber"	2.4	4	"Man-5"	"2WD"	"Gasoline"	"station wagon"	5	23	29	25	6	"11"
"DODGE Caliber"	2.4	4	"Man-5"	"2WD"	"Gasoline"	"station wagon"	5	23	29	25	6	"11"
"DODGE Challenger"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"small car"	6	16	25	19	3	"11"
"DODGE Challenger"	5.7	8	"Man-6"	"2WD"	"Gasoline"	"small car"	5	15	24	18	3	"11"
"DODGE Challenger"	5.7	8	"Man-6"	"2WD"	"Gasoline"	"small car"	5	15	24	18	3	"11"
"DODGE Challenger SRT8"	6.4	8	"Auto-5"	"2WD"	"Gasoline"	"small car"	5	14	22	16	1	"11"
"DODGE Challenger SRT8"	6.4	8	"Man-6"	"2WD"	"Gasoline"	"small car"	5	14	23	17	2	"11"
"DODGE Challenger SRT8"	6.4	8	"Auto-5"	"2WD"	"Gasoline"	"small car"	5	14	22	16	1	"11"
"DODGE Challenger SRT8"	6.4	8	"Man-6"	"2WD"	"Gasoline"	"small car"	5	14	23	17	2	"11"
"DODGE Charger"	3.6	6	"Auto-5"	"2WD"	"Gasoline"	"large car"	6	18	27	21	4	"11"
"DODGE Charger"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"large car"	6	15	23	18	3	"11"
"DODGE Charger"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"large car"	6	16	25	19	3	"11"
"DODGE Dakota"	3.7	6	"Auto-4"	"2WD"	"Gasoline"	"pickup"	6	15	20	17	2	"11"
"DODGE Dakota"	3.7	6	"Auto-4"	"4WD"	"Gasoline"	"pickup"	6	14	18	15	1	"11"
"DODGE Durango"	3.6	6	"Auto-5"	"2WD"	"Gasoline"	"SUV"	6	16	23	19	3	"11"
"DODGE Durango"	3.6	6	"Auto-5"	"4WD"	"Gasoline"	"SUV"	6	16	22	18	3	"11"
"DODGE Durango"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"SUV"	6	14	20	16	1	"11"
"DODGE Durango"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"SUV"	6	13	20	15	1	"11"
"DODGE Durango"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"SUV"	6	14	20	16	1	"11"
"DODGE Durango"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"SUV"	6	13	20	15	1	"11"
"DODGE Durango"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"SUV"	5	14	20	16	1	"11"
"DODGE Durango"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"SUV"	5	13	20	15	1	"11"
"DODGE Grand Caravan"	3.6	6	"Auto-6"	"2WD"	"Gasoline"	"minivan"	6	17	25	20	4	"11"
"DODGE Journey"	2.4	4	"Auto-4"	"2WD"	"Gasoline"	"SUV"	6	19	26	22	5	"11"
"DODGE Journey"	3.6	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	17	25	20	4	"11"
"DODGE Journey"	3.6	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	16	24	19	3	"11"
"DODGE Nitro"	3.7	6	"Auto-4"	"2WD"	"Gasoline"	"SUV"	6	16	22	18	3	"11"
"DODGE Nitro"	3.7	6	"Auto-4"	"4WD"	"Gasoline"	"SUV"	6	15	21	17	2	"11"
"DODGE Nitro"	4	6	"Auto-5"	"2WD"	"Gasoline"	"SUV"	5	16	21	18	3	"11"
"DODGE Nitro"	4	6	"Auto-5"	"4WD"	"Gasoline"	"SUV"	5	16	21	17	2	"11"
"DODGE Nitro"	4	6	"Auto-5"	"2WD"	"Gasoline"	"SUV"	5	16	21	18	3	"11"
"DODGE Nitro"	4	6	"Auto-5"	"4WD"	"Gasoline"	"SUV"	5	16	21	17	2	"11"
"DODGE RAM 1500"	3.7	6	"Auto-4"	"2WD"	"Gasoline"	"pickup"	6	14	20	16	1	"11"
"DODGE RAM 1500"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"pickup"	6	14	20	16	1	"11"
"DODGE RAM 1500"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"pickup"	6	13	19	15	1	"11"
"DODGE RAM 1500"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"pickup"	6	14	20	16	1	"11"
"DODGE RAM 1500"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"pickup"	6	13	19	15	1	"11"
"DODGE RAM 1500"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"pickup"	5	14	20	16	1	"11"
"DODGE RAM 1500"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"pickup"	5	13	19	15	1	"11"
"DODGE RAM 2500"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"pickup"	2	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"pickup"	2	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"special purpose"	2	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"special purpose"	2	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	6.7	6	"Auto-6"	"2WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	6.7	6	"Man-6"	"2WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	6.7	6	"Auto-6"	"4WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	6.7	6	"Man-6"	"4WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	6.7	6	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	6.7	6	"Man-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	6.7	6	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 2500"	6.7	6	"Man-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	5.7	8	"Auto-5"	"4WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	5.7	8	"Auto-5"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	6.7	6	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	6.7	6	"Man-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	6.7	6	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	6.7	6	"Man-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	6.7	6	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	6.7	6	"Man-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	6.7	6	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE RAM 3500"	6.7	6	"Man-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"DODGE Sprinter 2500 CDI"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	2	NA	NA	NA	NA	"11"
"DODGE Sprinter 2500 CDI"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	2	NA	NA	NA	NA	"11"
"DODGE Sprinter 2500 CDI"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"11"
"DODGE Sprinter 2500 CDI"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"11"
"DODGE Sprinter 3500 CDI"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	2	NA	NA	NA	NA	"11"
"DODGE Sprinter 3500 CDI"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"11"
"DODGE Sprinter 3500 CDI"	3	6	"Auto-5"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"DODGE Sprinter 3500 CDI"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"11"
"DODGE Sprinter 3500 CDI"	3	6	"Auto-5"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"DODGE Sprinter 3500 CDI"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"11"
"FERRARI 458 Italia"	4.5	8	"AutoMan-7"	"2WD"	"Gasoline"	"small car"	5	12	18	14	1	"11"
"FERRARI 458 Italia"	4.5	8	"AutoMan-7"	"2WD"	"Gasoline"	"small car"	5	12	18	14	1	"11"
"FERRARI 599 GTB Fiorano"	5.7	12	"AutoMan-6"	"2WD"	"Gasoline"	"small car"	5	11	15	12	1	"11"
"FERRARI 599 GTB Fiorano"	5.7	12	"AutoMan-6"	"2WD"	"Gasoline"	"small car"	5	11	15	12	1	"11"
"FORD E350"	5.4	8	"Auto-4"	"2WD"	"Gasoline"	"van"	2	NA	NA	NA	NA	"11"
"FORD E350"	5.4	8	"Auto-4"	"2WD"	"Gasoline"	"van"	2	NA	NA	NA	NA	"11"
"FORD E350"	6.8	10	"Auto-5"	"2WD"	"Gasoline"	"van"	2	NA	NA	NA	NA	"11"
"FORD E350"	6.8	10	"Auto-5"	"2WD"	"Gasoline"	"van"	2	10	14	12	1	"11"
"FORD E350"	6.8	10	"Auto-5"	"2WD"	"Gasoline"	"van"	2	NA	NA	NA	NA	"11"
"FORD E350"	6.8	10	"Auto-5"	"2WD"	"Gasoline"	"van"	2	10	13	11	1	"11"
"FORD Edge"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	19	26	21	4	"11"
"FORD Edge"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"SUV"	6	19	27	22	5	"11"
"FORD Edge"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"SUV"	6	18	25	20	4	"11"
"FORD Edge"	3.5	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	18	26	21	4	"11"
"FORD Edge"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"SUV"	6	18	25	20	4	"11"
"FORD Edge"	3.7	6	"SemiAuto-6"	"4WD"	"Gasoline"	"SUV"	6	17	23	19	3	"11"
"FORD Edge"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	19	26	21	4	"11"
"FORD Edge"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"SUV"	5	19	27	22	5	"11"
"FORD Edge"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"SUV"	5	18	25	20	4	"11"
"FORD Edge"	3.5	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	18	26	21	4	"11"
"FORD Edge"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"SUV"	5	18	25	20	4	"11"
"FORD Edge"	3.7	6	"SemiAuto-6"	"4WD"	"Gasoline"	"SUV"	5	17	23	19	3	"11"
"FORD Escape"	2.5	4	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	21	28	23	5	"11"
"FORD Escape"	2.5	4	"Man-5"	"2WD"	"Gasoline"	"SUV"	6	23	28	25	6	"11"
"FORD Escape"	2.5	4	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	20	26	22	5	"11"
"FORD Escape"	2.5	4	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	21	28	23	5	"11"
"FORD Escape"	2.5	4	"Man-5"	"2WD"	"Gasoline"	"SUV"	5	23	28	25	6	"11"
"FORD Escape"	2.5	4	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	20	26	22	5	"11"
"FORD Escape Hybrid"	2.5	4	"CVT"	"2WD"	"Gasoline"	"SUV"	9	34	31	32	7	"11"
"FORD Escape Hybrid"	2.5	4	"CVT"	"4WD"	"Gasoline"	"SUV"	9	30	27	29	7	"11"
"FORD Escape Hybrid"	2.5	4	"CVT"	"2WD"	"Gasoline"	"SUV"	7	34	31	32	7	"11"
"FORD Escape Hybrid"	2.5	4	"CVT"	"4WD"	"Gasoline"	"SUV"	7	30	27	29	7	"11"
"FORD Explorer"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	17	25	20	4	"11"
"FORD Explorer"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"SUV"	6	17	25	20	4	"11"
"FORD Explorer"	3.5	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	17	23	19	3	"11"
"FORD Explorer"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"SUV"	6	17	23	19	3	"11"
"FORD Explorer"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	17	25	20	4	"11"
"FORD Explorer"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"SUV"	5	17	25	20	4	"11"
"FORD Explorer"	3.5	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	17	23	19	3	"11"
"FORD Explorer"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"SUV"	5	17	23	19	3	"11"
"FORD F150"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"pickup"	6	16	22	18	3	"11"
"FORD F150"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"pickup"	6	16	22	18	3	"11"
"FORD F150"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"pickup"	6	15	21	17	2	"11"
"FORD F150"	3.5	6	"Auto-6"	"4WD"	"Gasoline"	"pickup"	6	15	21	17	2	"11"
"FORD F150"	6.2	8	"SemiAuto-6"	"2WD"	"Gasoline"	"pickup"	6	13	18	14	1	"11"
"FORD F150"	6.2	8	"SemiAuto-6"	"4WD"	"Gasoline"	"pickup"	6	12	16	13	1	"11"
"FORD F150 Raptor"	6.2	8	"SemiAuto-6"	"4WD"	"Gasoline"	"pickup"	6	11	14	12	1	"11"
"FORD F250"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"FORD F250"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"FORD F250"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"special purpose"	2	NA	NA	NA	NA	"11"
"FORD F250"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	2	NA	NA	NA	NA	"11"
"FORD F250"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"FORD F250"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"FORD F250"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"FORD F250"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"pickup"	2	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"special purpose"	2	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	2	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"FORD F350"	6.7	8	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"11"
"FORD F450"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"FORD F450"	6.7	8	"SemiAuto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"11"
"FORD Fiesta"	1.6	4	"Man-5"	"2WD"	"Gasoline"	"small car"	6	28	37	32	7	"11"
"FORD Fiesta"	1.6	4	"AutoMan-6"	"2WD"	"Gasoline"	"small car"	6	29	38	33	8	"11"
"FORD Fiesta SFE"	1.6	4	"AutoMan-6"	"2WD"	"Gasoline"	"small car"	6	29	40	33	8	"11"
"FORD Flex"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	6	17	24	19	3	"11"
"FORD Flex"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"SUV"	6	16	21	18	3	"11"
"FORD Flex"	3.5	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	6	16	22	18	3	"11"
"FORD Flex"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"SUV"	5	17	24	19	3	"11"
"FORD Flex"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"SUV"	5	16	21	18	3	"11"
"FORD Flex"	3.5	6	"Auto-6"	"4WD"	"Gasoline"	"SUV"	5	16	22	18	3	"11"
"FORD Focus"	2	4	"Auto-4"	"2WD"	"Gasoline"	"small car"	9	25	34	28	7	"11"
"FORD Focus"	2	4	"Man-5"	"2WD"	"Gasoline"	"small car"	9	25	35	29	7	"11"
"FORD Focus"	2	4	"Auto-4"	"2WD"	"Gasoline"	"small car"	7	25	34	28	7	"11"
"FORD Focus"	2	4	"Man-5"	"2WD"	"Gasoline"	"small car"	7	25	35	29	7	"11"
"FORD Focus"	2	4	"Auto-4"	"2WD"	"Gasoline"	"small car"	5	25	34	28	7	"11"
"FORD Focus"	2	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	25	35	29	7	"11"
"FORD Focus"	2	4	"Auto-4"	"2WD"	"Gasoline"	"small car"	5	25	34	28	7	"11"
"FORD Focus"	2	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	25	35	29	7	"11"
"FORD Fusion"	2.5	4	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	22	29	24	5	"11"
"FORD Fusion"	2.5	4	"SemiAuto-6"	"2WD"	"Gasoline"	"midsize car"	6	22	30	25	6	"11"
"FORD Fusion"	2.5	4	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	6	23	33	26	6	"11"
"FORD Fusion"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"midsize car"	6	17	24	19	3	"11"
"FORD Fusion"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"midsize car"	6	18	27	21	4	"11"
"FORD Fusion"	2.5	4	"Man-6"	"2WD"	"Gasoline"	"midsize car"	5	22	29	24	5	"11"
"FORD Fusion"	2.5	4	"SemiAuto-6"	"2WD"	"Gasoline"	"midsize car"	5	22	30	25	6	"11"
"FORD Fusion"	2.5	4	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	5	23	33	26	6	"11"
"FORD Fusion"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"midsize car"	5	17	24	19	3	"11"
"FORD Fusion"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"midsize car"	5	18	27	21	4	"11"
